Unnamed: 0,text,code,task_id,test_list,Unnamed: 5
883, this   function to check whether all the bits are within a given range or not.,"
function all_Bits_Set_In_The_Given_Range(n, l, r) {
    let num = ((1 << r) - 1) ^ ((1 << (l - 1)) - 1);
    let newNum = n & num;
    if (num === newNum) {
        return true;
    }
    return false;
}
",884,"
[console.assert(all_Bits_Set_In_The_Given_Range(10,2,1) === true), console.assert(all_Bits_Set_In_The_Given_Range(5,2,4) === false), console.assert(all_Bits_Set_In_The_Given_Range(22,2,3) === true)]
",
884, this   function to check whether the two given strings are isomorphic to each other or not.,"
function isIsomorphic(str1, str2) {          
    let dictStr1 = {};
    let dictStr2 = {};
    for (let i = 0; i < str1.length; i++) {
        let value = str1[i];
        dictStr1[value] = (dictStr1[value] || []).concat(i);        
    }
    for (let j = 0; j < str2.length; j++) {
        let value = str2[j];
        dictStr2[value] = (dictStr2[value] || []).concat(j);
    }
    return JSON.stringify(Object.values(dictStr1).sort()) === JSON.stringify(Object.values(dictStr2).sort());
}
",885,"[
console.assert(isIsomorphic(""paper"", ""title"") === true),
console.assert(isIsomorphic(""ab"", ""ba"") === true),
console.assert(isIsomorphic(""ab"", ""aa"") === false)]
",
885, this function to add all the numbers in a list and divide it with the length of the list.,"function sumNum(numbers) {
    if (numbers.length === 0) return 0;  
    let total = 0;
    for (let x of numbers) {
        total += x;
    }
    return total / numbers.length;
}",886,"[console.assert(sumNum([8, 2, 3, 0, 7]) === 4.0, ""Test Case 1 Failed""),
console.assert(sumNum([-10, -20, -30]) === -20.0, ""Test Case 2 Failed""),
console.assert(sumNum([19, 15, 18]) === 17.333333333333332, ""Test Case 3 Failed"")]",
886, this   function to check whether the given number is odd or not using bitwise operator.,"
function isOdd(n) {
    if ((n ^ 1) === (n - 1)) {
        return true;
    } else {
        return false;
    }
}
",887,"
[console.assert(isOdd(5) === true), console.assert(isOdd(6) === false), console.assert(isOdd(7) === true)]
",
887, this function to substract the elements of the given nested tuples.,"function subtract_elements(testTup1, testTup2) {
    return testTup1.map((tup1, index) =>
        tup1.map((a, j) => a - testTup2[index][j])
    );
}",888,"[console.assert(
    JSON.stringify(subtract_elements([[1, 3], [4, 5], [2, 9], [1, 10]], [[6, 7], [3, 9], [1, 1], [7, 3]]))
    === JSON.stringify([[-5, -4], [1, -4], [1, 8], [-6, 7]]),
    ""Test Case 1 Failed""
),
console.assert(
    JSON.stringify(subtract_elements([[13, 4], [14, 6], [13, 10], [12, 11]], [[19, 8], [14, 10], [12, 2], [18, 4]]))
    === JSON.stringify([[-6, -4], [0, -4], [1, 8], [-6, 7]]),
    ""Test Case 2 Failed""
),
console.assert(
    JSON.stringify(subtract_elements([[19, 5], [18, 7], [19, 11], [17, 12]], [[12, 9], [17, 11], [13, 3], [19, 5]]))
    === JSON.stringify([[7, -4], [1, -4], [6, 8], [-2, 7]]),
    ""Test Case 3 Failed""
)]",
889, this   function to find the index of an extra element present in one sorted array.,"
function find_Extra(arr1, arr2, n) {
    for (let i = 0; i < n; i++) {
        if (arr1[i] !== arr2[i]) {
            return i;
        }
    }
    return n;
}
",890,"
[console.assert(find_Extra([1,2,3,4],[1,2,3],3) === 3), console.assert(find_Extra([2,4,6,8,10],[2,4,6,8],4) === 4), console.assert(find_Extra([1,3,5,7,9,11],[1,3,5,7,9],5) === 5)]
",
890, this   function to check whether the given two numbers have same number of digits or not.,"
function same_Length(A, B) {
    while (A > 0 && B > 0) {
        A = A / 10;
        B = B / 10;
    }
    if (A === 0 && B === 0) {
        return true;
    }
    return false;
}
",891,"
[console.assert(same_Length(12, 1) === false), console.assert(same_Length(2, 2) === true), console.assert(same_Length(10, 20) === true)]
",
891, this function to remove multiple spaces in a string.,"function removeSpaces(text) {
    return text.replace(/ +/g, '' );
}",892,"[
    console.assert(removeSpaces(""   program"") === ""program""),
    console.assert(removeSpaces(""    programming    language"") === ""programminglanguage""),
    console.assert(removeSpaces(""                      program"") === ""program"")
  ]",
893, this function to convert the given string of float type into tuple.,"function floatToTuple(testStr) {
    const res = testStr.split("", "").map(parseFloat);
    return res;
}",894,"
[console.assert(floatToTuple(""1.2, 1.3, 2.3, 2.4, 6.5"").toString() === (1.2, 1.3, 2.3, 2.4, 6.5).toString()), console.assert(floatToTuple(""2.3, 2.4, 5.6, 5.4, 8.9"").toString() === (2.3, 2.4, 5.6, 5.4, 8.9).toString()), console.assert(floatToTuple(""0.3, 0.5, 7.8, 9.4"").toString() === (0.3, 0.5, 7.8, 9.4).toString())]
",
894, this function to find the maximum sum of subsequences of given array with no adjacent elements.,"
function max_sum_subseq(A) {
    let n = A.length;
    if (n === 1) {
        return A[0];
    }
    let look_up = new Array(n);
    look_up[0] = A[0];
    look_up[1] = Math.max(A[0], A[1]);
    for (let i = 2; i < n; i++) {
        look_up[i] = Math.max(look_up[i - 1], look_up[i - 2] + A[i]);
        look_up[i] = Math.max(look_up[i], A[i]);
    }
    return look_up[n - 1];
}
",895,"
[console.assert(max_sum_subseq([1, 2, 9, 4, 5, 0, 4, 11, 6]) === 26), console.assert(max_sum_subseq([1, 2, 9, 5, 6, 0, 5, 12, 7]) === 28), console.assert(max_sum_subseq([1, 3, 10, 5, 6, 0, 6, 14, 21]) === 44)]
",
895, this function to sort a list in increasing order by the last element in each tuple from a given list of non-empty tuples.,"function sortListLast(tuples) {
    return tuples.sort((a, b) => a[a.length - 1] - b[b.length - 1]);
}",896,"[console.assert(
    JSON.stringify(sortListLast([[2, 5], [1, 2], [4, 4], [2, 3], [2, 1]])) === JSON.stringify([[2, 1], [1, 2], [2, 3], [4, 4], [2, 5]]),
    ""Test Case 1 Failed""
),
console.assert(
    JSON.stringify(sortListLast([[9, 8], [4, 7], [3, 5], [7, 9], [1, 2]])) === JSON.stringify([[1, 2], [3, 5], [4, 7], [9, 8], [7, 9]]),
    ""Test Case 2 Failed""
),
console.assert(
    JSON.stringify(sortListLast([[20, 50], [10, 20], [40, 40]])) === JSON.stringify([[10, 20], [40, 40], [20, 50]]),
    ""Test Case 3 Failed""
)]",
896, this   function to check whether the word is present in a given sentence or not.,"
function isWordPresent(sentence, word) {
    let s = sentence.split("" "");
    for (let i of s) {
        if (i === word) {
            return true;
        }
    }
    return false;
}
",897,"
[console.assert(isWordPresent(""machine learning"", ""machine"") === true), console.assert(isWordPresent(""easy"", ""fun"") === false), console.assert(isWordPresent(""  language"", ""code"") === false)]
",
897," this function to extract specified number of elements from a given list, which follow each other continuously.","
function extractElements(numbers, n) {
    const grouped = {};
    for (const num of numbers) {
        if (!grouped[num]) {
            grouped[num] = 0;
        }
        grouped[num]++;
    }
    const result = Object.keys(grouped).filter(key => grouped[key] === n);
    return result;
}
",898,"
[console.assert(extractElements([1, 1, 3, 4, 4, 5, 6, 7], 2).toString() === [1, 4].toString()), console.assert(extractElements([0, 1, 2, 3, 4, 4, 4, 4, 5, 7], 4).toString() === [4].toString()), console.assert(extractElements([0, 0, 0, 0, 0], 5).toString() === [0].toString())]
",
898, this   function to check whether an array can be sorted or not by picking only the corner elements.,"
function check(arr, n) { 
    let g = 0; 
    for (let i = 1; i < n; i++) { 
        if (arr[i] - arr[i - 1] > 0 && g === 1) { 
            return false; 
        } 
        if (arr[i] - arr[i] < 0) { 
            g = 1; 
        } 
    } 
    return true; 
}
",899,"
[console.assert(check([3,2,1,2,3,4],6) === true), console.assert(check([2,1,4,5,1],5) === true), console.assert(check([1,2,2,1,2,3],6) === true)]
",
899, this function where a string will start with a specific number.,"
function match_num(string) {
    const text = /^5/;
    if (text.test(string)) {
        return true;
    } else {
        return false;
    }
}
",900,"[
  console.assert(match_num(""5-2345861"") === true),
  console.assert(match_num(""6-2345861"") === false),
  console.assert(match_num(""78910"") === false)
]",
901, this function to combine two dictionaries by adding values for common keys.,"function addDict(d1, d2) {
    const addDict = { ...d1 };

    for (const key in d2) {
        if (addDict.hasOwnProperty(key)) {
            addDict[key] += d2[key];
        } else {
            addDict[key] = d2[key];
        }
    }
    
    return addDict;
}",902,"[
    console.assert(JSON.stringify(addDict({a: 100, b: 200, c:300},{a: 300, b: 200, d:400})) === JSON.stringify({a: 400, b: 400, c: 300, d: 400}), ""Test 1 failed""),
    console.assert(JSON.stringify(addDict({a: 500, b: 700, c:900},{a: 500, b: 600, d:900})) === JSON.stringify({a: 1000, b: 1300, c: 900, d: 900}), ""Test 2 failed""),
    console.assert(JSON.stringify(addDict({a:900,b:900,d:900},{a:900,b:900,d:900})) === JSON.stringify({a: 1800, b: 1800, d: 1800}), ""Test 3 failed"")
]",
903, this function to return true if the given number is even else return false.,"
function evenNum(x) {
  if (x % 2 === 0) {
    return true;
  } else {
    return false;
  }
}
",904,"
[console.assert(evenNum(13.5) === false), console.assert(evenNum(0) === true), console.assert(evenNum(-9) === false)]
",
904, this   function to find the sum of squares of binomial co-efficients.,"function sumOfSquare(n) { 
    let num = 1, den = 1;
    
    for (let i = n + 1; i <= 2 * n; i++) {
        num *= i;
    }
    
    for (let i = 1; i <= n; i++) {
        den *= i; 
    }
    
    return Math.floor(num / den);
}",905,"
[console.assert(sumOfSquare(4) === 70), console.assert(sumOfSquare(5) === 252), console.assert(sumOfSquare(2) === 6)]
",
905," this function to extract year, month and date from a url by using regex.","function extractDate(url) {
    const match = url.match(/\/(\d{4})\/(\d{1,2})\/(\d{1,2})\//);
    if (match) {
        return [parseInt(match[1]), parseInt(match[2]), parseInt(match[3])];
    }
    return null;
}",906,"[
    console.assert(JSON.stringify(extractDate(""https://www.washingtonpost.com/news/football-insider/wp/2016/09/02/odell-beckhams-fame-rests-on-one-stupid-little-ball-josh-norman-tells-author/"")) === JSON.stringify([2016, 9, 2])),
    console.assert(JSON.stringify(extractDate(""https://www.indiatoday.in/movies/celebrities/story/wp/2020/11/03/odeof-sushant-singh-rajput-s-death-his-brother-in-law-shares-advice-for-fans-1749646/"")) === JSON.stringify([2020, 11, 3])),
    console.assert(JSON.stringify(extractDate(""https://economictimes.indiatimes.com/news/economy/2020/12/29/finance/pension-assets-under-pfrda-touch-rs-5-32-lakh-crore/articleshow/79736619.cms"")) === JSON.stringify([2020, 12, 29]))
]",
906, this function to print the first n lucky numbers.,"function luckyNum(n) {
    let List = Array.from({ length: n * n }, (_, i) => i * 2 + 1); 
    let i = 1;

    while (i < List.length && List[i] <= List.length) {
        List = List.filter((_, index) => (index + 1) % List[i] !== 0);
        i++;
    }

    return List.slice(0, n); 
}",907,"
[console.assert(luckyNum(10).toString() === [1, 3, 7, 9, 13, 15, 21, 25, 31, 33].toString()), console.assert(luckyNum(5).toString() === [1, 3, 7, 9, 13].toString()), console.assert(luckyNum(8).toString() === [1, 3, 7, 9, 13, 15, 21, 25].toString())]
",
907, this function to find the fixed point in the given array.,"
function findFixedPoint(arr, n) {
    for (let i = 0; i < n; i++) {
        if (arr[i] === i) {
            return i;
        }
    }
    return -1;
}
",908,"[
console.assert(findFixedPoint([-10, -1, 0, 3, 10, 11, 30, 50, 100], 9) === 3),
console.assert(findFixedPoint([1, 2, 3, 4, 5, 6, 7, 8], 8) === -1),
console.assert(findFixedPoint([0, 2, 5, 8, 17], 5) === 0)]
",
908, this function to find the previous palindrome of a specified number.,"function previousPalindrome(num) {
    for (let x = num - 1; x > 0; x--) {
        if (String(x) === String(x).split('').reverse().join('')) {
            return x;
        }
    }
}",909,"
[console.assert(previousPalindrome(99) === 88), console.assert(previousPalindrome(1221) === 1111), console.assert(previousPalindrome(120) === 111)]
",
909, this function to validate a gregorian date.,"function checkDate(m, d, y) {
    m = parseInt(m);
    d = parseInt(d);
    y = parseInt(y);

    const date = new Date(y, m - 1, d);
    return date.getDate() === d && date.getMonth() === m - 1 && date.getFullYear() === y;
}",910,"[console.assert(checkDate(11, 11, 2002) === true, ""Test Case 1 Failed""),
console.assert(checkDate(14, 11, 2002) === false, ""Test Case 2 Failed""),
console.assert(checkDate(10, 50, 2010) === false, ""Test Case 3 Failed"")]",
910, this function to compute maximum product of three numbers of a given array of integers using heap queue algorithm.,"
function maximumProduct(nums) {
    const a = nums.slice().sort((x, y) => y - x).slice(0, 3);
    const b = nums.slice().sort((x, y) => x - y).slice(0, 2);
    return Math.max(a[0] * a[1] * a[2], a[0] * b[0] * b[1]);
}
",911,"
[console.assert(maximumProduct([12, 74, 9, 50, 61, 41]) === 225700), console.assert(maximumProduct([25, 35, 22, 85, 14, 65, 75, 25, 58]) === 414375), console.assert(maximumProduct([18, 14, 10, 9, 8, 7, 9, 3, 2, 4, 1]) === 2520)]
",
911," this function to find ln, m lobb number.","function lobbNum(n, m) {
    let C = Array.from({ length: 2 * n + 1 }, () => Array(m + n + 1).fill(0));
    
    for (let i = 0; i <= 2 * n; i++) {
        for (let j = 0; j <= Math.min(i, m + n); j++) {
            if (j === 0 || j === i) {
                C[i][j] = 1;
            } else {
                C[i][j] = C[i - 1][j - 1] + C[i - 1][j];
            }
        }
    }
    
    return ((2 * m + 1) * C[2 * n][m + n]) / (m + n + 1);
}",912,"[console.assert((lobbNum(5, 3)) === 35), console.assert((lobbNum(3, 2)) === 5), console.assert((lobbNum(4, 2)) === 20)]",
912, this function to check for a number at the end of a string.,"
function endNum(string) {
    var text = /.*[0-9]$/;
    if (text.test(string)) {
        return true;
    } else {
        return false;
    }
}
",913,"[
  console.assert(endNum(""abcdef"") === false),
  console.assert(endNum(""abcdef7"") === true),
  console.assert(endNum(""abc"") === false)
]",
913, this   function to check whether the given string is made up of two alternating characters or not.,"
function is_Two_Alter(s) {  
    for (let i = 0; i < s.length - 2; i++) { 
        if (s[i] !== s[i + 2]) { 
            return false;
        }
    }
    if (s[0] === s[1]) { 
        return false;
    }
    return true;
}
",914,"
[console.assert(is_Two_Alter(""abab"") === true), console.assert(is_Two_Alter(""aaaa"") === false), console.assert(is_Two_Alter(""xyz"") === false)]
",
915, this function to find if there is a triplet in the array whose sum is equal to a given value.,"function findTripletArray(A, arrSize, sum) {
    for (let i = 0; i < arrSize - 2; i++) {
        for (let j = i + 1; j < arrSize - 1; j++) {
            for (let k = j + 1; k < arrSize; k++) {
                if (A[i] + A[j] + A[k] === sum) {
                    return [A[i], A[j], A[k]];  
                }
            }
        }
    }
    return false;
}",916,"[console.assert(JSON.stringify(findTripletArray([1, 4, 45, 6, 10, 8], 6, 22)) === JSON.stringify([4, 10, 8])),
console.assert(JSON.stringify(findTripletArray([12, 3, 5, 2, 6, 9], 6, 24)) === JSON.stringify([12, 3, 9])),
console.assert(JSON.stringify(findTripletArray([1, 2, 3, 4, 5], 5, 9)) === JSON.stringify([1, 3, 5]))]",
916, this function to find the sequences of one upper case letter followed by lower case letters.,"function textUppercaseLowercase(text) {
    const patterns = /[A-Z]+[a-z]+$/;
    if (patterns.test(text)) {
        return ""Found a match!"";
    } else {
        return ""Not matched!"";
    }
}",917,"
[console.assert(textUppercaseLowercase(""AaBbGg"") === ""Found a match!""), console.assert(textUppercaseLowercase(""aA"") === ""Not matched!""), console.assert(textUppercaseLowercase("" "") === ""Not matched!"")]
",
918, this   function to multiply all items in the list.,"
function multiplyList(items) {
    let tot = 1;
    for (let x of items) {
        tot *= x;
    }
    return tot;
}
",919,"
[console.assert(multiplyList([1, -2, 3]) === -6), console.assert(multiplyList([1, 2, 3, 4]) === 24), console.assert(multiplyList([3, 1, 2, 3]) === 18)]
",
919, this function to remove all tuples with all none values in the given tuple list.,"function removeTuple(testList) {
    const res = testList.filter(sub => !sub.every(ele => ele === null));
    return res;  
}",920,"[console.assert(JSON.stringify(removeTuple([[null, 2], [null, null], [3, 4], [12, 3], [null]])) === JSON.stringify([[null, 2], [3, 4], [12, 3]])),
console.assert(JSON.stringify(removeTuple([[null, null], [null, null], [3, 6], [17, 3], [null, 1]])) === JSON.stringify([[3, 6], [17, 3], [null, 1]])),
console.assert(JSON.stringify(removeTuple([[1, 2], [2, null], [3, null], [24, 3], [null, null]])) === JSON.stringify([[1, 2], [2, null], [3, null], [24, 3]]))]",
920, this function to perform chunking of tuples each of size n.,"
function chunkTuples(testTup, N) {
  let res = [];
  for (let i = 0; i < testTup.length; i += N) {
    res.push(testTup.slice(i, i + N));
  }
  return res;
}
",921,"
[console.assert(JSON.stringify(chunkTuples([10, 4, 5, 6, 7, 6, 8, 3, 4], 3)) === JSON.stringify([[10, 4, 5], [6, 7, 6], [8, 3, 4]])), 
 console.assert(JSON.stringify(chunkTuples([1, 2, 3, 4, 5, 6, 7, 8, 9], 2)) === JSON.stringify([[1, 2], [3, 4], [5, 6], [7, 8], [9]])), 
 console.assert(JSON.stringify(chunkTuples([11, 14, 16, 17, 19, 21, 22, 25], 4)) === JSON.stringify([[11, 14, 16, 17], [19, 21, 22, 25]]))]
",
921, this function to find a pair with the highest product from a given array of integers.,"
function maxProduct(arr) { 
    var arrLen = arr.length; 
    if (arrLen < 2) { 
        return null;     
    }     
    var x = arr[0]; 
    var y = arr[1];    
    for (var i = 0; i < arrLen; i++) { 
        for (var j = i + 1; j < arrLen; j++) { 
            if (arr[i] * arr[j] > x * y) { 
                x = arr[i]; 
                y = arr[j]; 
            } 
        } 
    } 
    return x, y; 
}",922,"
[console.assert(maxProduct([1, 2, 3, 4, 7, 0, 8, 4]) === (7, 8)), console.assert(maxProduct([0, -1, -2, -4, 5, 0, -6]) === (-4, -6)), console.assert(maxProduct([1, 3, 5, 6, 8, 9]) === (8, 9))]
",
922, this function to find the length of the shortest string that has both str1 and str2 as subsequences.,"
function super_seq(X, Y, m, n) {
    if (m === 0) {
        return n;
    }
    if (n === 0) {
        return m;
    }
    if (X[m - 1] === Y[n - 1]) {
        return 1 + super_seq(X, Y, m - 1, n - 1);
    }
    return 1 + Math.min(super_seq(X, Y, m - 1, n), super_seq(X, Y, m, n - 1));
}
",923,"
[console.assert(super_seq(""AGGTAB"", ""GXTXAYB"", 6, 7) === 9), console.assert(super_seq(""feek"", ""eke"", 4, 3) === 5), console.assert(super_seq(""PARRT"", ""RTA"", 5, 3) === 6)]
",
923, this function to find maximum of two numbers.,"
function maxOfTwo(x, y) {
    if (x > y) {
        return x;
    }
    return y;
}
",924,"
[console.assert(maxOfTwo(10,20)===20), console.assert(maxOfTwo(19,15)===19), console.assert(maxOfTwo(-10,-20)===-10)]
",
924, this   function to calculate the product of all the numbers of a given tuple.,"function multipleTuple(nums) {
    let temp = Array.from(nums);
    let product = 1;
    for (let x of temp) {
        product *= x;
    }
    return product;
}",925,"
[console.assert(multipleTuple([4, 3, 2, 2, -1, 18]) === -864), console.assert(multipleTuple([1, 2, 3]) === 6), console.assert(multipleTuple([-2, -4, -6]) === -48)]
",
925, this function to find n-th rencontres number.,"
function binomial_coeffi(n, k) { 
    if (k === 0 || k === n) { 
        return 1; 
    } 
    return binomial_coeffi(n - 1, k - 1) + binomial_coeffi(n - 1, k); 
}

function rencontres_number(n, m) { 
    if (n === 0 && m === 0) { 
        return 1; 
    }
    if (n === 1 && m === 0) { 
        return 0; 
    } 
    if (m === 0) { 
        return (n - 1) * (rencontres_number(n - 1, 0) + rencontres_number(n - 2, 0)); 
    } 
    return binomial_coeffi(n, m) * rencontres_number(n - m, 0); 
}
",926,"
[console.assert(rencontres_number(7, 2) === 924), console.assert(rencontres_number(3, 0) === 2), console.assert(rencontres_number(3, 1) === 3)]
",
926, this function to calculate the height of the given binary tree.,"class Node {
    constructor(data) {
        this.data = data;
        this.left = null;
        this.right = null;
    }
}

function maxHeight(node) {
    if (node === null) {
        return 0;
    }
    const leftHeight = maxHeight(node.left);
    const rightHeight = maxHeight(node.right);
    return Math.max(leftHeight, rightHeight) + 1;
}",927,"let root = new Node(1);
root.left = new Node(2);
root.right = new Node(3);
root.left.left = new Node(4);
root.left.right = new Node(5);

let root1 = new Node(10);
root1.left = new Node(20);
root1.right = new Node(30);
root1.left.left = new Node(40);
root1.left.right = new Node(50);
root1.left.left.left = new Node(60);

let root2 = new Node(100);
root2.left = new Node(200);
root2.right = new Node(300);
root2.left.left = new Node(400);
root2.right.left = new Node(500);

[console.assert(maxHeight(root) === 3, `Test failed for root`),
console.assert(maxHeight(root1) === 4, `Test failed for root1`),
console.assert(maxHeight(root2) === 3, `Test failed for root2`)]",
928, this function to count repeated items of a tuple.,"
function countTuplex(tuplex, value) {
    const count = tuplex.filter(item => item === value).length;
    return count;
}",929,"
[console.assert(countTuplex([2, 4, 5, 6, 2, 3, 4, 4, 7], 4) === 3), console.assert(countTuplex([2, 4, 5, 6, 2, 3, 4, 4, 7], 2) === 2), console.assert(countTuplex([2, 4, 7, 7, 7, 3, 4, 4, 7], 7) === 4)]
",
929, this function that matches a string that has an a followed by zero or more bs by using regex.,"function textMatch(text) {
    const patterns = /ab*?/;
    if (patterns.test(text)) {
        return ""Found a match!"";
    } else {
        return ""Not matched!"";
    }
}",930,"
[console.assert(textMatch(""msb"") === ""Not matched!""), console.assert(textMatch(""a0c"") === ""Found a match!""), console.assert(textMatch(""abbc"") === ""Found a match!"")]
",
930, this function to calculates the square of the sum of the first n integers,"
function sumSeries(number) {
    let total = 0;
    total = Math.pow((number * (number + 1)) / 2, 2);
    return total;
}
",931,"
[console.assert(sumSeries(7) === 784), console.assert(sumSeries(5) === 225), console.assert(sumSeries(15) === 14400)]
",
931, this function to remove duplicate words from a given list of strings.,"function removeDuplicList(l) {
    let temp = [];
    for (let x of l) {
        if (!temp.includes(x)) {
            temp.push(x);
        }
    }
    return temp;
}",932,"[console.assert(JSON.stringify(removeDuplicList(["" "", ""Exercises"", ""Practice"", ""Solution"", ""Exercises""])) === JSON.stringify(["" "", ""Exercises"", ""Practice"", ""Solution""])),
console.assert(JSON.stringify(removeDuplicList(["" "", ""Exercises"", ""Practice"", ""Solution"", ""Exercises"", ""Java""])) === JSON.stringify(["" "", ""Exercises"", ""Practice"", ""Solution"", ""Java""])),
console.assert(JSON.stringify(removeDuplicList(["" "", ""Exercises"", ""Practice"", ""Solution"", ""Exercises"", ""C++"", ""C"", ""C++""])) === JSON.stringify(["" "", ""Exercises"", ""Practice"", ""Solution"", ""C++"", ""C""]))]",
932, this function to convert camel case string to snake case string by using regex.,"function camelToSnake(text) {
    return text
      .replace(/([a-z])([A-Z])/g, function (match, p1, p2) {
        return p1 + ""_"" + p2;
      })
      .toLowerCase();
  }",933,"  [
    console.assert(
      camelToSnake(""GoogleAssistant"") === ""google_assistant"",
      ""Test case 1 failed""
    ),
    console.assert(
      camelToSnake(""ChromeCast"") === ""chrome_cast"",
      ""Test case 2 failed""
    ),
    console.assert(camelToSnake(""QuadCore"") === ""quad_core"", ""Test case 3 failed""),
  ]",
933, this function to find the nth delannoy number.,"
function dealnnoy_num(n, m) {
    if (m === 0 || n === 0) {
        return 1;
    }
    return dealnnoy_num(m - 1, n) + dealnnoy_num(m - 1, n - 1) + dealnnoy_num(m, n - 1);
}
",934,"
[console.assert(dealnnoy_num(3, 4) === 129), console.assert(dealnnoy_num(3, 3) === 63), console.assert(dealnnoy_num(4, 5) === 681)]
",
934, this function to calculates the sum of the squares of the first n integers,"
function seriesSum(number) {
    let total = 0;
    total = (number * (number + 1) * (2 * number + 1)) / 6;
    return total;
}
",935,"
[console.assert(seriesSum(6) === 91), console.assert(seriesSum(7) === 140), console.assert(seriesSum(12) === 650)]
",
935, this function to re-arrange the given tuples based on the given ordered list.,"
function re_arrange_tuples(test_list, ord_list) {
    let temp = Object.fromEntries(test_list);
    let res = ord_list.map(key => [key, temp[key]]);
    return res;
}
",936,"[
  console.assert(JSON.stringify(re_arrange_tuples([[4, 3], [1, 9], [2, 10], [3, 2]], [1, 4, 2, 3])) === JSON.stringify([[1, 9], [4, 3], [2, 10], [3, 2]])),
  console.assert(JSON.stringify(re_arrange_tuples([[5, 4], [2, 10], [3, 11], [4, 3]], [3, 4, 2, 3])) === JSON.stringify([[3, 11], [4, 3], [2, 10], [3, 11]])),
  console.assert(JSON.stringify(re_arrange_tuples([[6, 3], [3, 8], [5, 7], [2, 4]], [2, 5, 3, 6])) === JSON.stringify([[2, 4], [5, 7], [3, 8], [6, 3]]))
]",
936, this function to count the most common character in a given string.,"
function maxChar(str1) {
    const temp = {};
    for (let char of str1) {
        temp[char] = (temp[char] || 0) + 1;
    }
    return Object.keys(temp).reduce((a, b) => temp[a] > temp[b] ? a : b);
}
",937,"[console.assert(maxChar(""hello world"") === (""l"")),
     console.assert(maxChar(""hello "") === (""l"")),
      console.assert(maxChar(""  pppr"") === (""p""))]",
937, this function to find three closest elements from three sorted arrays.,"function find_closet(A, B, C, p, q, r) {
    let diff = Number.MAX_SAFE_INTEGER;
    let res_i = 0, res_j = 0, res_k = 0;
    let i = 0, j = 0, k = 0;

    while (i < p && j < q && k < r) {
        let minimum = Math.min(A[i], Math.min(B[j], C[k]));
        let maximum = Math.max(A[i], Math.max(B[j], C[k]));
        
        if (maximum - minimum < diff) {
            res_i = i;
            res_j = j;
            res_k = k;
            diff = maximum - minimum;
        }
        
        if (diff === 0) {
            break;
        }
        
        if (A[i] === minimum) {
            i++;
        } else if (B[j] === minimum) {
            j++;
        } else {
            k++;
        }
    }

    return [A[res_i], B[res_j], C[res_k]];
}",938,"[console.assert(JSON.stringify(find_closet([1, 4, 10], [2, 15, 20], [10, 12], 3, 3, 2)) === JSON.stringify([10, 15, 10])),
console.assert(JSON.stringify(find_closet([20, 24, 100], [2, 19, 22, 79, 800], [10, 12, 23, 24, 119], 3, 5, 5)) === JSON.stringify([24, 22, 23])),
console.assert(JSON.stringify(find_closet([2, 5, 11], [3, 16, 21], [11, 13], 3, 3, 2)) === JSON.stringify([11, 16, 11]))]",
938, this function to sort a list of dictionaries using lambda function.,"function sortedModels(models) {
    const sortedModels = models.sort((a, b) => a.color.localeCompare(b.color));
    return sortedModels;
}",939,"[
  console.assert(JSON.stringify(sortedModels([{make: ""Nokia"", model: 216, color: ""Black""}, {make: ""Mi Max"", model: 2, color: ""Gold""}, {make: ""Samsung"", model: 7, color: ""Blue""}])) === JSON.stringify([{make: ""Nokia"", model: 216, color: ""Black""}, {make: ""Samsung"", model: 7, color: ""Blue""}, {make: ""Mi Max"", model: 2, color: ""Gold""}])),

  console.assert(JSON.stringify(sortedModels([{make: ""Vivo"", model: 20, color: ""Blue""}, {make: ""oppo"", model: 17, color: ""Gold""}, {make: ""Apple"", model: 11, color: ""red""}])) === JSON.stringify([{make: ""Vivo"", model: 20, color: ""Blue""}, {make: ""oppo"", model: 17, color: ""Gold""}, {make: ""Apple"", model: 11, color: ""red""}])),

  console.assert(JSON.stringify(sortedModels([{make: ""micromax"", model: 40, color: ""grey""}, {make: ""poco"", model: 60, color: ""blue""}])) === JSON.stringify([{make: ""poco"", model: 60, color: ""blue""}, {make: ""micromax"", model: 40, color: ""grey""}]))
]",
939, this function to sort the given array by using heap sort.,"
function heapSort(arr) {
    heapify(arr);
    let end = arr.length - 1;
    while (end > 0) {
        [arr[end], arr[0]] = [arr[0], arr[end]];
        shiftDown(arr, 0, end - 1);
        end--;
    }
    return arr;
}

function heapify(arr) {
    let start = Math.floor(arr.length / 2);
    while (start >= 0) {
        shiftDown(arr, start, arr.length - 1);
        start--;
    }
}

function shiftDown(arr, start, end) {
    let root = start;
    while (root * 2 + 1 <= end) {
        let child = root * 2 + 1;
        if (child + 1 <= end && arr[child] < arr[child + 1]) {
            child++;
        }
        if (child <= end && arr[root] < arr[child]) {
            [arr[root], arr[child]] = [arr[child], arr[root]];
            root = child;
        } else {
            return;
        }
    }
}
",940,"[console.assert(JSON.stringify(heapSort([12, 2, 4, 5, 2, 3]))) === JSON.stringify([2, 2, 3, 4, 5, 12]), console.assert(JSON.stringify(heapSort([32, 14, 5, 6, 7, 19]))) === JSON.stringify([5, 6, 7, 14, 19, 32]), console.assert(JSON.stringify(heapSort([21, 15, 29, 78, 65]))) === JSON.stringify([15, 21, 29, 65, 78])]",
